"Sdlg","Fire","FirePatch","Elevation","Species","Slope.Deg","Aspect.deg","Ht.cm","BasDia.cm","LastYearGrth.cm","Light_File","DIFN.all","ImmedAboveSpp","ImmedAboveHt.cm","Ht2015.meas2016","ShrubSpp01","ShrubSpp02","ShrubSpp03","Cov1","Cov2","Cov3","Ht1","Ht2","Ht3","Cov1.2","Cov1.3","Ht1.2","Ht1.3","ShrG1","IAG","ref","Years","Date","LAI","DIFN.53"
"221","AMCR","AMCR-2",NA,"ABCO",22,257,80,1.8,14.44,82,0.625,"none",0,51,"CECO","CECO","CECO",260,390,360,67.5,82,84,650,1010,74.75,77.8333333333333,"Ceanothus",0,0,8,"20160623 06:33:25",4.36,0.054
"222","AMCR","AMCR-2",NA,"PIPO",20,282,96,2.71,16.75,83,0.203,"none",0,45,"CECO","CECO","CECO",330,320,340,62,73.3333333333333,65,650,990,67.6666666666667,66.7777777777778,"Ceanothus",0,0,8,"20160623 06:39:26",2.87,0.149
"223","AMCR","AMCR-2",NA,"ABCO",21,275,37,1.44,3.3,84,0.321,"CECO",60,30,"CECO","CECO","CECO",330,340,390,58,73.3333333333333,76,670,1060,65.6666666666667,69.1111111111111,"Ceanothus",0,0,8,"20160623 06:45:55",3.34,0.127
"224","AMCR","AMCR-2",NA,"ABCO",21,275,33,1.18,2.76,85,0.535,"CECO",60,25,"CECO","CECO","CECO",330,340,390,58,73.3333333333333,76,670,1060,65.6666666666667,69.1111111111111,"Ceanothus",0,0,8,"20160623 06:50:46",4.2,0.07
"225","AMCR","AMCR-2",NA,"ABCO",17,280,62,1.84,8.66,86,0.38,"CECO",95,36,"CECO","CECO","CECO",340,380,350,64,54.2857142857143,82.5,720,1070,59.1428571428571,66.9285714285714,"Ceanothus",0,0,8,"20160623 06:57:07",4.08,0.071
"226","AMCR","AMCR-2",NA,"ABCO",11,282,42,1.64,2.72,87,0.44,"none",0,33,"CECO","CECO","CECO",150,320,400,52.5,65,74,470,870,58.75,63.8333333333333,"Ceanothus",0,0,8,"20160624 12:41:04",3.86,0.083
"227","AMCR","AMCR-NE",1951,"ABCO",16,166,53,1.49,3.42,98,0.503,"CECO",70,43,"CECO","CECO","CECO",380,340,300,55,66.6666666666667,48,720,1020,60.8333333333333,56.5555555555556,"Ceanothus",0,0,8,"20160629 05:32:51",0.74,0.619
"228","AMCR","AMCR-NE",1951,"ABCO",16,166,84,1.99,6.06,99,0.498,"none",0,63,"CECO","CECO","CECO",380,340,300,55,66.6666666666667,48,720,1020,60.8333333333333,56.5555555555556,"Ceanothus",0,0,8,"20160629 05:36:40",3.84,0.077
"229","AMCR","AMCR-NE",1951,"ABCO",18,197,42,1.45,0.85,100,0.166,"CECO",84,34,"CECO","CECO","CECO",470,450,400,70,71.6666666666667,67.5,920,1320,70.8333333333333,69.7222222222222,"Ceanothus",0,0,8,"20160629 05:41:45",3.06,0.132
"230","AMCR","AMCR-NE",1951,"ABCO",17,197,48,1.98,2.5,101,0.432,"none",0,40,"ARPA","ARPA","ARPA",160,300,300,62,61.4285714285714,66,460,760,61.7142857142857,63.1428571428571,"Arcto",0,0,8,"20160629 05:45:56",3.85,0.098
"231","AMCR","AMCR-NE",1951,"ABCO",17,197,50,1.31,9.35,102,0.305,"ARPA",54,27,"ARPA","ARPA","ARPA",160,300,300,62,61.4285714285714,66,460,760,61.7142857142857,63.1428571428571,"Arcto",0,0,8,"20160629 05:53:40",5.69,0.022
"232","AMCR","AMCR-NE",1951,"ABCO",17,197,55,0.89,6.6,103,0.095,"ARPA",101,45,"ARPA","ARPA","ARPA",390,250,230,75,70,53.3333333333333,640,870,72.5,66.1111111111111,"Arcto",0,0,8,"20160629 05:58:33",0.47,0.736
"233","AMCR","AMCR-NE",1951,"ABCO",16,190,37,0.89,8.74,104,0.158,"ARPA",42,24,"ARPA","QUVA","QUVA",310,260,370,50,50,50,570,940,50,50,"Arcto",0,0,8,"20160629 06:10:26",1.13,0.476
"234","AMCR","AMCR-NE",1951,"PIPO",20,197,35,1.51,3.39,106,0.183,"none",0,22,"QUVA","QUVA","QUVA",200,220,190,17.5,24,40,420,610,20.75,27.1666666666667,"Quercus",0,0,8,"20160629 19:26:30",0.44,0.758
"235","AMCR","AMCR-NE",1951,"ABCO",20,197,32,1.55,3.89,107,0.625,"ARPA",55,25,"ARPA","ARPA","ARPA",280,350,200,42,44,33.3333333333333,630,830,43,39.7777777777778,"Arcto",0,0,8,"20160629 19:29:08",0.02,0.988
"236","AMCR","AMCR-NE",1951,"ABCO",20,197,32,1.11,3.98,108,0.42,"ARPA",61,29,"ARPA","ARPA","ARPA",280,350,200,42,44,33.3333333333333,630,830,43,39.7777777777778,"Arcto",0,0,8,"20160629 19:31:12",0.89,0.559
"237","AMCR","AMCR-NE",1951,"PIPO",18,198,62,1.28,7.44,109,0.549,"none",0,39,"QUVA","QUVA","QUVA",410,260,260,52.2222222222222,53.3333333333333,45.7142857142857,670,930,52.7777777777778,50.4232804232804,"Quercus",0,0,8,"20160629 19:33:21",1.65,0.337
"238","AMCR","AMCR-NE",1951,"PIPO",18,198,61,1.62,10.34,110,0.45,"none",0,42,"QUVA","QUVA","QUVA",410,260,260,52.2222222222222,53.3333333333333,45.7142857142857,670,930,52.7777777777778,50.4232804232804,"Quercus",0,0,8,"20160629 19:36:26",2.3,0.222
"239","AMCR","AMCR-NE",1951,"PIPO",17,187,46,1.62,7.98,111,0.627,"ARPA",50,32,"ARPA","ARPA","ARPA",220,370,350,62,77.5,82.5,590,940,69.75,74,"Arcto",0,0,8,"20160629 19:38:54",0,0
"239","AMCR","AMCR-NE",1951,"PIPO",17,187,46,1.62,7.98,111,0.627,"ARPA",50,32,"ARPA","ARPA","ARPA",220,370,350,62,77.5,82.5,590,940,69.75,74,"Arcto",0,0,8,"20160629 19:38:54",1.96,0.271
"240","AMCR","AMCR-NE",1951,"ABCO",17,187,56,1.66,2.77,112,0.454,"ARPA",90,51,"ARPA","ARPA","ARPA",360,350,330,64,62,56,710,1040,63,60.6666666666667,"Arcto",0,0,8,"20160629 19:40:55",3.56,0.096
"241","AMCR","AMCR-NE",1951,"PIPO",17,187,48,0.98,6.74,113,0.215,"ARPA",82,30,"ARPA","ARPA","ARPA",400,190,220,72,54,40,590,810,63,55.3333333333333,"Arcto",0,0,8,"20160629 19:51:11",0.89,0.557
"242","AMCR","AMCR-NE",1940,"ABCO",20,196,32,0.93,2.03,114,0.223,"ARPA",70,29,"ARPA","ARPA","ARPA",350,350,210,65,52.5,31.6666666666667,700,910,58.75,49.7222222222222,"Arcto",0,0,8,"20160629 19:55:04",1,0.522
"243","AMCR","AMCR-NE",1940,"ABCO",20,196,28,1.13,3.15,115,0.28,"ARPA",65,20,"ARPA","ARPA","ARPA",350,350,210,65,52.5,31.6666666666667,700,910,58.75,49.7222222222222,"Arcto",0,0,8,"20160629 20:07:43",0.63,0.677
"244","AMCR","AMCR-NE",1940,"PIPO",20,196,22,0.89,1.28,116,0.481,"ARPA",39,16,"ARPA","ARPA","ARPA",160,300,260,55,54,54,460,720,54.5,54.3333333333333,"Arcto",0,0,8,"20160629 20:13:51",2.59,0.202
"245","AMCR","AMCR-NE",1940,"ABCO",16,202,45,0.7,9.35,117,0.086,"CHSE",66,30,"CHSE","CHSE","CECO",400,330,300,56.6666666666667,48.3333333333333,46.6666666666667,730,1030,52.5,50.5555555555556,"CHSE",0,0,8,"20160629 20:19:20",0.06,0.96
"246","AMCR","AMCR-NE",1940,"ABCO",18,192,65,1.51,9.73,118,0.313,"none",0,46,"CECO","CECO","CECO",430,400,390,40,42,58,830,1220,41,46.6666666666667,"Ceanothus",0,0,8,"20160629 20:33:16",0.63,0.656
"247","AMCR","AMCR-NE",1940,"ABCO",18,192,34,0.94,2.11,119,0.067,"CECO",42,25,"CECO","CECO","CECO",420,400,390,42,42,58,820,1210,42,47.3333333333333,"Ceanothus",0,0,8,"20160629 20:36:12",0.58,0.677
"248","AMCR","AMCR-NE",1940,"ABCO",18,202,37,0.68,2.63,120,0.114,"CECO",52,30,"CECO","CECO","CECO",370,320,390,52.5,45,47.5,690,1080,48.75,48.3333333333333,"Ceanothus",0,0,8,"20160629 20:37:49",1.33,0.416
"249","AMCR","AMCR-NE",1940,"ABCO",18,202,45,0.94,4.49,121,0.146,"CECO",53,29,"CECO","CECO","CECO",370,320,390,52.5,45,47.5,690,1080,48.75,48.3333333333333,"Ceanothus",0,0,8,"20160629 20:40:40",1.69,0.324
"250","AMCR","AMCR-3",NA,"ABCO",4,14,38,1.2,1.45,122,0.496,"ARPA",110,24,"ARPA","ARPA","ARPA",380,260,130,71.25,56.25,44,640,770,63.75,57.1666666666667,"Arcto",0,0,8,"20160701 05:32:49",0.56,0.722
"251","AMCR","AMCR-3",NA,"PIPO",2,14,28,0.63,2.8,123,0.407,"CECO",81,20,"CECO","CECO","CECO",270,280,80,55.7142857142857,45.7142857142857,15,550,630,50.7142857142857,38.8095238095238,"Ceanothus",0,0,8,"20160701 05:38:19",1.08,0.492
"252","AMCR","AMCR-3",NA,"ABCO",2,14,29,1.17,0.98,124,0.353,"ARPA",86,25,"ARPA","ARPA","ARPA",240,260,170,75,53.75,16,500,670,64.375,48.25,"Arcto",0,0,8,"20160701 05:41:29",4.86,0.039
"253","AMCR","AMCR-3",NA,"ABCO",6,324,56,1.25,14.19,126,0.371,"CECO",79,29,"CECO","CECO","CECO",270,210,340,78.3333333333333,64.2857142857143,47.5,480,820,71.3095238095238,63.3730158730159,"Ceanothus",0,0,8,"20160701 06:05:32",5.46,0.029
"254","AMCR","AMCR-3",NA,"ABCO",6,324,62,1.7,16.75,127,0.369,"CECO",79,41,"CECO","CECO","CECO",270,210,340,78.3333333333333,64.2857142857143,47.5,480,820,71.3095238095238,63.3730158730159,"Ceanothus",0,0,8,"20160706 05:11:57",1.98,0.277
"255","AMCR","AMCR-3",NA,"ABCO",7,336,38,1.24,1.37,128,0.098,"CECO",107,29,"CECO","CECO","CECO",380,300,230,85,76.6666666666667,56,680,910,80.8333333333333,72.5555555555556,"Ceanothus",0,0,8,"20160706 05:25:33",1.35,0.413
"256","AMCR","AMCR-3",NA,"ABCO",5,342,48,1.32,5.09,129,0.13,"CECO",81,29,"CECO","CECO","CECO",360,250,130,74,42.8571428571429,44,610,740,58.4285714285714,53.6190476190476,"Ceanothus",0,0,8,"20160706 05:29:07",2.68,0.174
"257","AMCR","AMCR-3",NA,"ABCO",5,342,34,1.21,3.58,130,0.328,"CECO",90,23,"CECO","CECO","CECO",430,270,160,66.6666666666667,50,40,700,860,58.3333333333333,52.2222222222222,"Ceanothus",0,0,8,"20160706 05:32:12",2.68,0.175
"258","AMCR","AMCR-3",NA,"ABCO",4,341,56,1.65,13.05,131,0.302,"CECO",68,27,"CECO","CECO","CECO",310,330,300,60,40,57.5,640,940,50,52.5,"Ceanothus",0,0,8,"20160706 05:37:39",1.72,0.327
"259","AMCR","AMCR-3",NA,"PIPO",4,340,38,1.05,8.78,132,0.19,"CECO",69,17,"CECO","CECO","CECO",290,340,260,64,41.1111111111111,26,630,890,52.5555555555556,43.7037037037037,"Ceanothus",0,0,8,"20160706 05:59:03",3.51,0.1
"260","AMCR","AMCR-3",NA,"PIPO",2,346,25,0.82,2.77,133,0.52,"ARPA",58,15,"ARPA","CECO","ARPA",210,300,220,41.6666666666667,56.6666666666667,42.5,510,730,49.1666666666667,46.9444444444444,"Arcto",0,0,8,"20160706 06:07:25",0,0
"261","AMCR","AMCR-3",NA,"CADE",3,350,31,0.94,NA,134,0.536,"none",0,NA,"ARPA","CECO","CECO",170,370,240,52,54.2857142857143,38.3333333333333,540,780,53.1428571428571,48.2063492063492,"Arcto",0,0,8,"20160706 06:08:38",0.7,0.655
"262","AMCR","AMCR-3",NA,"PIPO",3,350,65,1.72,10.9,135,0.57,"CECO",76,40,"CECO","CECO","CECO",340,290,310,52,45.7142857142857,61.6666666666667,630,940,48.8571428571429,53.1269841269841,"Ceanothus",0,0,8,"20160706 06:11:47",2.08,0.285
"263","AMCR","AMCR-3",NA,"ABCO",3,347,79,1.84,11.29,137,0.198,"ARPA",97,45,"CECO","CECO","CECO",460,270,290,72.8571428571429,58,58.3333333333333,730,1020,65.4285714285714,63.0634920634921,"Ceanothus",0,0,8,"20160706 07:04:32",3.01,0.148
"264","AMCR","AMCR-3",NA,"ABCO",3,347,51,1.6,3.27,138,0.227,"ARPA",89,30,"ARPA","ARPA","ARPA",310,310,350,58.5714285714286,67.1428571428571,74,620,970,62.8571428571429,66.5714285714286,"Arcto",0,0,8,"20160706 07:08:30",3.34,0.116
"265","AMCR","AMCR-3",NA,"ABCO",3,347,26,0.89,1.47,139,0.134,"ARPA",101,18,"CECO","CECO","CECO",500,330,280,77.5,70,64.2857142857143,830,1110,73.75,70.5952380952381,"Ceanothus",0,0,8,"20160706 07:12:48",2.02,0.29
"275","CLVD","CLVD-N",1621,"ABCO",12,50,28,0.74,0.8,149,0.615,"CECO",57,19,"CEPR","CEPR","CEPR",440,290,60,20.3333333333333,39.2,25,730,790,29.7666666666667,28.1777777777778,"Ceanothus",0,0,24,"20160708 05:19:41",0.62,0.672
"276","CLVD","CLVD-N",1621,"ABCO",26,18,14,0.56,1.29,140,0.315,"ARPA",150,10,"CHSE","ARPA","ARPA",290,380,240,78.1818181818182,90,83.3333333333333,670,910,84.0909090909091,83.8383838383838,"CHSE",0,0,24,"20160706 07:20:51",0,0
"277","CLVD","CLVD-N",1621,"PIPO",18,18,84,2.48,3.43,141,0.701,"none",0,73,"ARPA","ARPA","ARPA",190,400,360,87.5,108.75,112.5,590,950,98.125,102.916666666667,"Arcto",0,0,24,"20160707 05:20:19",1.9,0.28
"278","CLVD","CLVD-N",1621,"PIPO",18,18,98,2.7,3.93,142,0.734,"none",0,82,"CECO","ARPA","ARPA",220,250,280,84,128,136,470,750,106,116,"Ceanothus",0,0,24,"20160707 05:26:27",3.15,0.124
"279","CLVD","CLVD-N",1621,"PIPO",22,347,115,3.12,11.11,143,0.342,"ARPA",151,92,"ARPA","ARPA","ARPA",360,440,330,101.25,101.25,154,800,1130,101.25,118.833333333333,"Arcto",0,0,24,"20160707 05:38:28",2.38,0.223
"280","CLVD","CLVD-N",1621,"PIPO",21,354,70,1.3,2.35,144,0.377,"ARPA",183,61,"ARPA","ARPA","ARPA",500,380,290,96.9230769230769,121.111111111111,91.4285714285714,880,1170,109.017094017094,103.154253154253,"Arcto",0,0,24,"20160707 05:44:22",1.22,0.446
"281","CLVD","CLVD-N",1621,"ABCO",19,348,23,0.68,4.15,145,0.182,"ARPA",140,13,"ARPA","ARPA","ARPA",420,240,310,83,85,114,660,970,84,94,"Arcto",0,0,24,"20160707 05:55:06",1.23,0.472
"282","CLVD","CLVD-N",1621,"ABCO",22,67,50,1.09,8.29,147,0.35,"ARPA",147,35,"ARPA","ARPA","ARPA",200,230,180,175,115,130,430,610,145,140,"Arcto",0,0,24,"20160707 06:07:09",4.05,0.067
"283","CLVD","CLVD-N",1621,"ABCO",15,39,34,0.56,3.87,148,0.229,"CECO",74,27,"CECO","CECO","CECO",310,320,360,78.5714285714286,87.5,93.3333333333333,630,990,83.0357142857143,86.468253968254,"Ceanothus",0,0,24,"20160708 05:12:45",1.23,0.449
"284","CLVD","CLVD-N",1621,"ABCO",13,37,50,0.95,7.17,150,0.351,"other",110,35,"other","ARPA","ARPA",400,330,360,104.285714285714,96.6666666666667,131.428571428571,730,1090,100.47619047619,110.793650793651,"Other",0,0,24,"20160708 05:21:49",0.47,0.744
"285","CLVD","CLVD-N",1621,"PIPO",20,33,151,5.47,12.62,1,NA,"none",0,105,"CECO","CECO","ARPA",310,260,290,62.5,110,121.25,570,860,86.25,97.9166666666667,"Ceanothus",0,0,24,"20160408 11:15:17",0,0
"286","FRDS","FRDS-mid",1638,"PIPO",5,166,68,1.77,14.83,153,0.572,"CEIN",150,26,"CEIN","CEIN","CEIN",210,120,110,150,153.333333333333,185,330,440,151.666666666667,162.777777777778,"Ceanothus",0,0,12,"20160708 05:33:15",1.53,0.367
"287","FRDS","FRDS-mid",1638,"PIPO",5,166,69,1.87,4.96,154,0.602,"CEIN",127,41,"CEIN","CEIN","CEIN",210,120,110,150,153.333333333333,185,330,440,151.666666666667,162.777777777778,"Ceanothus",0,0,12,"20160708 05:36:22",2.28,0.239
"288","FRDS","FRDS-mid",1638,"PIPO",5,166,204,5.85,35.66,155,0.828,"none",0,113,"CEIN","CEIN","CEIN",130,130,230,145,155,142.5,260,490,150,147.5,"Ceanothus",0,0,12,"20160708 05:43:07",0.76,0.605
"289","FRDS","FRDS-mid",1638,"PIPO",5,166,201,5.61,35.52,1,NA,"none",0,120,"none","CEIN","CEIN",0,60,200,0,140,180,60,260,70,106.666666666667,"Other",0,0,12,"20160408 11:15:17",0,0
"290","FRDS","FRDS-mid",1638,"PIPO",2,191,226,7,21.52,156,0.889,"none",0,155,"NONE","CECO","CEIN",0,90,290,0,146.666666666667,152.5,90,380,73.3333333333333,99.7222222222222,"Other",0,0,12,"20160708 05:48:12",0.33,0.811
"291","FRDS","FRDS-mid",1638,"PIPO",7,208,142,3.15,7.8,157,0.121,"CEIN",230,115,"CEIN","CEIN","CEIN",390,380,290,204.285714285714,175,194,770,1060,189.642857142857,191.095238095238,"Ceanothus",0,0,12,"20160708 05:51:33",1.06,0.492
"292","FRDS","FRDS-mid",1638,"PIPO",13,206,220,6.86,31.9,158,0.643,"none",0,148,"CECO","CECO","CEIN",80,220,220,130,140,140,300,520,135,136.666666666667,"Ceanothus",0,0,12,"20160708 05:53:41",1.82,0.3
"293","FRDS","FRDS-mid",1638,"PIPO",5,224,140,3.2,13,159,0.166,"CEIN",171,98,"CEIN","CEIN","CEIN",220,250,180,122.5,193.333333333333,183.333333333333,470,650,157.916666666667,166.388888888889,"Ceanothus",0,0,12,"20160708 06:00:00",1.52,0.366
"294","FRDS","FRDS-mid",1638,"PIPO",12,243,45,1.2,4.94,160,0.398,"pea",103,21,"NONE",NA,"CECO",0,0,40,0,0,45,0,40,0,15,"Other",0,0,12,"20160708 06:05:45",1.93,0.276
"125F","FRDS","FRDS-N",1805,"PILA",18,310,69,1.86,6.18,2,0.138,"ARPA",68,NA,"ARPA","CHSE","CHSE",230,140,190,44,22.5,52.5,370,560,33.25,39.6666666666667,"Arcto",0,0,12,"20160408 11:21:23",3.76,0.152
"125W","WRTS","WRTS-1",2112,"ABCO",18,60,222,6.035,9.65,1,NA,"none",0,NA,"CECO","CECO","CECO",380,590,410,112.5,140,144,970,1380,126.25,132.166666666667,"Ceanothus",0,0,35,"20160408 11:15:17",0,0
"ARPA-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,"NONE",NA,NA,400,400,390,212.5,190,187.5,800,1190,201.25,196.666666666667,"Other",0,1,NA,"20160628 06:12:34",4.49,0.06
"CECO-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,"NONE",NA,NA,400,400,400,152.5,160,157.5,800,1200,156.25,156.666666666667,"Other",0,1,NA,"20160623 05:55:13",2.43,0.206
"CEIN-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,"NONE",NA,NA,290,300,250,213.333333333333,193.333333333333,200,590,840,203.333333333333,202.222222222222,"Other",0,1,NA,"20160701 05:49:53",4.8,0.05
"CEIN-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,"NONE",NA,NA,400,400,320,170,147.5,187.5,800,1120,158.75,168.333333333333,"Other",0,1,NA,"20160701 06:05:32",5.46,0.029
"CHFO-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NONE",NA,NA,270,170,190,35,27.5,35,440,630,31.25,32.5,"Other",0,1,NA,NA,NA,NA
"LIDE-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,"NONE",NA,NA,400,390,250,95,82.5,77.5,790,1040,88.75,85,"Other",0,1,NA,"20160622 05:40:43",2.1,0.262
"LIDE-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,"NONE",NA,NA,400,400,350,122.5,132.5,110,800,1150,127.5,121.666666666667,"Other",0,1,NA,"20160622 05:45:35",3.8,0.092
"LIDE-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,"NONE",NA,NA,400,400,310,100,95,87.5,800,1110,97.5,94.1666666666667,"Other",0,1,NA,"20160622 05:49:54",5.93,0.019
"LIDE-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,"NONE",NA,NA,340,380,260,100,105,91.6666666666667,720,980,102.5,98.8888888888889,"Other",0,1,NA,"20160622 05:59:51",4.38,0.06
